Date1,Date2,Time,V_batt,V_int,V_ext,P_dbar,pH_int,O2_umolkg,temp_SBE,sal_SBE,V_batt_elec,charge_status
4/25/2018,2018/04/25,7:00:25,17.94,0.09061,-0.82024,4.773,8.23061,335.97,17.3651,33.5784,3.94,69.95
4/25/2018,2018/04/25,7:30:25,17.94,0.09036,-0.82047,4.728,8.22574,333.08301,17.3347,33.5791,3.93,69.79
4/25/2018,0,,,,,,,,,,,
4/25/2018,2018/04/25,9:00:25,17.93,0.08987,-0.82096,4.7,8.21761,327.76999,17.2605,33.5758,3.93,69.62
4/25/2018,2018/04/25,9:30:25,17.93,0.0895,-0.82134,4.668,8.21128,324.01801,17.2345,33.582,3.93,69.46
4/25/2018,2018/04/25,10:03:47,17.93,0.08914,-0.82172,4.825,8.20497,319.78799,17.2537,33.5781,3.93,69.3
4/25/2018,2018/04/25,11:00:25,17.93,0.09033,-0.82079,5.019,8.23002,322.96799,16.6333,33.667,3.93,69.3
4/25/2018,2018/04/25,11:30:25,17.93,0.09076,-0.82047,5.136,8.23817,329.87201,16.6809,33.6784,3.93,69.3
4/25/2018,2018/04/25,12:00:25,17.93,0.09071,-0.8206,5.245,8.23723,331.17599,16.7052,33.6857,3.93,69.13
4/25/2018,2018/04/25,12:30:25,17.92,0.09055,-0.82078,5.418,8.23445,331.34799,16.7139,33.6881,3.93,68.97
4/25/2018,2018/04/25,13:00:25,17.92,0.09046,-0.82087,5.45,8.23279,335.21399,16.7381,33.7033,3.93,68.97
4/25/2018,2018/04/25,13:30:25,17.92,0.09065,-0.82071,5.504,8.23627,338.63101,16.7058,33.7063,3.93,68.8
4/25/2018,2018/04/25,14:00:25,17.92,0.09082,-0.82056,5.567,8.23946,343.69699,16.6451,33.6961,3.93,68.64
4/25/2018,2018/04/25,14:30:25,17.91,0.09045,-0.82094,5.525,8.23297,339.19199,16.69,33.6896,3.93,68.64
4/25/2018,2018/04/25,15:00:25,17.91,0.09039,-0.82104,5.48,8.23255,340.14899,16.5739,33.7037,3.93,68.48
4/25/2018,2018/04/25,15:30:25,17.91,0.09015,-0.82131,5.368,8.22866,336.87399,16.5865,33.7022,3.93,68.48
4/25/2018,0,,,,,,,,,,,
4/25/2018,2018/04/25,16:30:25,17.91,0.08984,-0.82146,5.123,8.22009,327.09601,17.12,33.6444,3.93,68.31
4/25/2018,2018/04/25,17:00:25,17.91,0.08976,-0.82147,4.957,8.21856,326.97299,16.9199,33.6674,3.92,68.31
4/25/2018,2018/04/25,17:30:25,17.91,0.08981,-0.82124,4.896,8.21684,324.27301,17.4553,33.6293,3.93,68.17
4/25/2018,undefined,,,,,,,,,,,
4/25/2018,undefined,,,,,,,,,,,
4/25/2018,2018/04/25,18:33:37,17.9,0.0897,-0.82115,4.613,8.2126,324.134,17.6118,33.6175,3.92,68.17
4/25/2018,2018/04/25,19:30:25,17.9,0.08984,-0.82095,4.392,8.21485,325.94699,17.5339,33.6303,3.92,67.88
4/25/2018,2018/04/25,20:00:25,17.9,0.0902,-0.8205,4.317,8.2195,328.78201,17.826,33.6196,3.92,67.88
4/25/2018,2018/04/25,20:30:25,17.9,0.08992,-0.8207,4.228,8.21406,328.10199,17.7737,33.5729,3.92,67.88
